run	arm	rep	tick	abs_tick	idx	species	type	layer	ref6	quantity	quantity_max	discovered	extinct	already_removed	need_offload
20260918-010552	edge	1	16801	2032801	2166	SHARK_SPINY_DOGFISH	Animal	surface	3,27,-1,-1,-1,2	16	16	0	0	0	0
20260918-010552	edge	1	16801	2032801	2167	SHARK_WOBBEGONG_SPOTTED	Animal	surface	3,27,-1,-1,-1,3	24	24	0	0	0	0
20260918-010552	edge	1	16801	2032801	2168	SHARK_MAKO_SHORTFIN	Animal	surface	3,27,-1,-1,-1,6	13	13	0	0	0	0
20260918-010552	edge	1	16801	2032801	2169	SHARK_BULL	Animal	surface	3,27,-1,-1,-1,7	6	6	0	0	0	0
20260918-010552	edge	1	16801	2032801	2170	SHARK_REEF_BLACKTIP	Animal	surface	3,27,-1,-1,-1,8	7	7	0	0	0	0
20260918-010552	edge	1	16801	2032801	2171	SHARK_REEF_WHITETIP	Animal	surface	3,27,-1,-1,-1,9	8	8	0	0	0	0
20260918-010552	edge	1	16801	2032801	2172	SHARK_BLUE	Animal	surface	3,27,-1,-1,-1,10	23	23	0	0	0	0
20260918-010552	edge	1	16801	2032801	2173	SHARK_HAMMERHEAD	Animal	surface	3,27,-1,-1,-1,11	19	19	0	0	0	0
20260918-010552	edge	1	16801	2032801	2174	SHARK_ANGEL	Animal	surface	3,27,-1,-1,-1,12	15	15	0	0	0	0
20260918-010552	edge	1	16801	2032801	2175	FISH_SKATE_COMMON	Animal	surface	3,27,-1,-1,-1,13	20	20	0	0	0	0
20260918-010552	edge	1	16801	2032801	2176	FISH_RAY_MANTA	Animal	surface	3,27,-1,-1,-1,14	6	6	0	0	0	0
20260918-010552	edge	1	16801	2032801	2177	FISH_STINGRAY	Animal	surface	3,27,-1,-1,-1,15	9	9	0	0	0	0
20260918-010552	edge	1	16801	2032801	2178	FISH_MILKFISH	Animal	surface	3,27,-1,-1,-1,17	6	6	0	0	0	0
20260918-010552	edge	1	16801	2032801	2179	FISH_OPAH	Animal	surface	3,27,-1,-1,-1,19	14	14	0	0	0	0
20260918-010552	edge	1	16801	2032801	2180	FISH_BLUEFISH	Animal	surface	3,27,-1,-1,-1,20	16	16	0	0	0	0
20260918-010552	edge	1	16801	2032801	2181	FISH_SWORDFISH	Animal	surface	3,27,-1,-1,-1,21	15	15	0	0	0	0
20260918-010552	edge	1	16801	2032801	2182	FISH_BARRACUDA_GREAT	Animal	surface	3,27,-1,-1,-1,22	11	11	0	0	0	0
20260918-010552	edge	1	16801	2032801	2183	CRAB	Animal	surface	3,27,-1,-1,-1,23	441	441	0	0	0	0
20260918-010552	edge	1	16801	2032801	2190	SHARK_FRILL	Animal	surface	3,27,-1,-1,-1,51	18	18	0	0	0	0
